E_1_fitted	E_2(E_1_fitted)	E_2(E_1_fitted)+E_1_fitted
166.66666666666666	144.0859518494564	310.75261851612305
48.484848484848484	77.07019749184659	125.55504597669507
72.72727272727272	75.54877439639124	148.27604712366394
78.78787878787878	70.16787852298067	148.95575731085944
45.45454545454545	109.9778480541879	155.43239350873336
54.54545454545455	91.85411665460933	146.39957120006386
30.303030303030305	258.4764254628875	288.7794557659178
27.272727272727273	87.36364683078727	114.63637410351456
27.272727272727273	118.7489535557569	146.02168082848416
42.42424242424242	137.4296623669345	179.85390479117694
12.121212121212121	271.26809576460147	283.3893078858136
300.0	185.92904653040603	485.929046530406
54.54545454545455	42.93972191618521	97.48517646163975
36.36363636363636	20.640302901152552	57.00393926478891
90.9090909090909	37.83935711539702	128.7484480244879
60.60606060606061	75.27796170020899	135.8840223062696
109.0909090909091	63.83192856225188	172.92283765316097
30.303030303030305	76.97841045753674	107.28144076056705
212.12121212121212	40.20755836238555	252.32877048359768
42.42424242424242	32.530004091967704	74.95424651621013
57.57575757575758	118.74562447475012	176.32138205050768
30.303030303030305	91.33127984057445	121.63431014360475
12.121212121212121	103.07786378075353	115.19907590196566
39.39393939393939	45.555533248276774	84.94947264221616
121.21212121212122	69.31268601380056	190.5248072259218
21.21212121212121	272.81776936348314	294.0298905756043
42.42424242424242	106.75275170511988	149.1769941293623
24.242424242424242	208.260074475371	232.50249871779525
103.03030303030303	51.0674727412211	154.09777577152414
87.87878787878788	55.610660765986694	143.48944864477457
18.18181818181818	123.40956348184638	141.59138166366455
21.21212121212121	296.6034229390048	317.815544151126
45.45454545454545	107.61442880808805	153.0689742626335
45.45454545454545	45.06683442888991	90.52137988343537
48.484848484848484	44.60933984671416	93.09418833156263
178.78787878787878	68.99384313022938	247.78172191810816
112.12121212121212	454.9473957153986	567.0686078366107
12.121212121212121	221.1572434137942	233.27845553500632
69.6969696969697	53.93471171583676	123.63168141280647
63.63636363636363	64.60556957728788	128.24193321365152
48.484848484848484	168.2279009509609	216.71274943580937
24.242424242424242	134.4266305923263	158.66905483475054
54.54545454545455	157.73269004989493	212.2781445953495
72.72727272727272	115.45727747248564	188.18455019975835
45.45454545454545	86.98361844240155	132.438163896947
36.36363636363636	41.73422224398464	78.09785860762099
87.87878787878788	60.16008546130698	148.03887334009485
72.72727272727272	81.76969602788367	154.4969687551564
42.42424242424242	137.6972362787729	180.12147870301533
115.15151515151516	76.48669889237843	191.63821404389358
63.63636363636363	79.47639972731098	143.11276336367462
42.42424242424242	52.70007061422332	95.12431303846574
90.9090909090909	48.93677057642166	139.84586148551256
300.0	136.5781592057345	436.5781592057345
6.0606060606060606	300.0813801491724	306.14198620977845
45.45454545454545	70.68350482032483	116.13805027487028
300.0	183.8879739136848	483.8879739136848
21.21212121212121	235.81325332939528	257.0253745415165
84.84848484848484	126.85564044180818	211.704125290293
93.93939393939394	140.21844308153035	234.1578370209243
103.03030303030303	74.6947691799484	177.72507221025143
151.5151515151515	42.83437300575434	194.34952452090585
93.93939393939394	495.8568700268584	589.7962639662524
30.303030303030305	44.2486141073601	74.5516444103904
48.484848484848484	66.64340055614424	115.12824904099273
30.303030303030305	248.2172624444326	278.5202927474629
300.0	60.51145790402787	360.51145790402785
21.21212121212121	76.18001722248782	97.39213843460902
54.54545454545455	69.49492484156558	124.04037938702012
39.39393939393939	226.83899303819405	266.23293243213345
30.303030303030305	127.7860904816925	158.0891207847228
33.333333333333336	207.49687246848546	240.8302058018188
42.42424242424242	96.74144389365208	139.16568631789448
124.24242424242424	64.0740322985219	188.31645654094615
24.242424242424242	163.20167618947687	187.44410043190112
239.3939393939394	44.599967559132374	283.99390695307176
84.84848484848484	43.58355335905578	128.43203820754061
39.39393939393939	229.97215694156205	269.3660963355014
133.33333333333334	156.74861595782934	290.0819492911627
72.72727272727272	260.7820682762802	333.5093410035529
39.39393939393939	189.74158144884348	229.13552084278285
93.93939393939394	85.56721280741255	179.50660674680648
27.272727272727273	63.46500773711947	90.73773500984674
130.3030303030303	94.81441702965657	225.11744733268688
300.0	78.59139172306017	378.59139172306016
9.09090909090909	518.3381789121673	527.4290880030765
33.333333333333336	69.90366080988191	103.23699414321524
36.36363636363636	120.46180749380349	156.82544385743984
21.21212121212121	92.03332613124446	113.24544734336567
109.0909090909091	105.43837099758092	214.52928008849
66.66666666666667	25.01755031513095	91.68421698179762
221.21212121212122	25.94588818304257	247.1580093951638
33.333333333333336	71.4542128981313	104.78754623146463
27.272727272727273	129.8519213545135	157.1246486272408
300.0	122.4521229245094	422.4521229245094
151.5151515151515	51.31799659324524	202.83314810839676
36.36363636363636	114.88102136681152	151.2446577304479
21.21212121212121	170.40211682409458	191.6142380362158
36.36363636363636	43.5380571095764	79.90169347321276
300.0	770.6348376693649	1070.634837669365
30.303030303030305	98.67893552872371	128.98196583175402
121.21212121212122	192.61047392379461	313.82259513591583
81.81818181818181	72.55639776745744	154.37457958563925
21.21212121212121	86.31560837135909	107.5277295834803
115.15151515151516	148.2504682925803	263.40198344409544
90.9090909090909	84.48979961156769	175.3988905206586
112.12121212121212	24.666540246290722	136.78775236750283
42.42424242424242	61.14717386674796	103.57141629099038
251.5151515151515	58.90543174148414	310.42058325663567
12.121212121212121	231.6472924286442	243.76850454985632
27.272727272727273	127.79621199132802	155.0689392640553
69.6969696969697	51.9634897373366	121.6604594343063
72.72727272727272	75.50236193880912	148.22963466608184
42.42424242424242	39.518626459813426	81.94286888405586
57.57575757575758	78.27007466274559	135.84583223850316
39.39393939393939	214.81244819965892	254.20638759359832
75.75757575757575	51.912233729537036	127.66980948711279
239.3939393939394	119.0044403995695	358.3983797935089
18.18181818181818	139.19127679019473	157.37309497201292
300.0	125.54400699588894	425.54400699588894
66.66666666666667	34.46250208007065	101.12916874673732
27.272727272727273	118.58703219871151	145.8597594714388
30.303030303030305	84.64167169832061	114.94470200135092
42.42424242424242	84.34688572130725	126.77112814554967
51.515151515151516	78.28740058386153	129.80255209901304
300.0	38.12323192097268	338.12323192097267
24.242424242424242	164.23410443709756	188.4765286795218
90.9090909090909	30.175529016139002	121.0846199252299
60.60606060606061	57.43428624543909	118.04034685149969
27.272727272727273	73.71010758058937	100.98283485331663
69.6969696969697	73.86905208985448	143.5660217868242
121.21212121212122	96.66820727493517	217.88032848705637
60.60606060606061	36.57072333932959	97.1767839453902
60.60606060606061	150.81929339189665	211.42535399795725
172.72727272727272	32.15586369443992	204.88313642171263
300.0	12437.83213666294	12737.83213666294
54.54545454545455	67.43172261470995	121.9771771601645
21.21212121212121	113.84480593261208	135.0569271447333
81.81818181818181	111.4291283915841	193.2473102097659
300.0	47.4058637888402	347.4058637888402
30.303030303030305	280.85996925907256	311.16299956210287
296.96969696969694	54.990808273876056	351.960505243573
300.0	81.70776293908378	381.70776293908375
18.18181818181818	261.73157886529873	279.9133970471169
106.06060606060606	52.01239974524798	158.07300580585405
30.303030303030305	63.190312983296124	93.49334328632642
33.333333333333336	130.6175654739705	163.95089880730384
300.0	526.3261943474954	826.3261943474954
90.9090909090909	48.04053860962894	138.94962951871986
193.93939393939394	80.71930870406767	274.6587026434616
9.09090909090909	256.07137050746377	265.16227959837283
27.272727272727273	160.69103714565958	187.96376441838686
42.42424242424242	90.42755605827917	132.8517984825216
93.93939393939394	223.074491976399	317.0138859157929
21.21212121212121	137.8548266455093	159.0669478576305
45.45454545454545	91.3897774284705	136.84432288301593
127.27272727272727	163.7733137430317	291.046041015759
33.333333333333336	111.0245231125545	144.35785644588785
172.72727272727272	114.46197036336095	287.1892430906337
66.66666666666667	133.23303219664837	199.89969886331505
21.21212121212121	96.68833344745457	117.90045465957579
209.0909090909091	44.89191112906854	253.98282021997764
30.303030303030305	150.98971142270938	181.2927417257397
30.303030303030305	264.6744049898224	294.9774352928527
12.121212121212121	184.1194509795753	196.24066310078743
60.60606060606061	148.0067973371247	208.6128579431853
45.45454545454545	232.11274160352386	277.5672870580693
12.121212121212121	157.44103442910347	169.5622465503156
15.151515151515152	319.0123152456684	334.1638303971835
21.21212121212121	179.28496429316615	200.49708550528737
39.39393939393939	172.96007361542317	212.35401300936257
84.84848484848484	95.69856280005602	180.54704764854085
60.60606060606061	84.76009014458103	145.36615075064162
54.54545454545455	43.61866003875925	98.16411458421379
27.272727272727273	91.54196831413259	118.81469558685987
15.151515151515152	277.22696684658536	292.3784819981005
75.75757575757575	63.86816339823859	139.62573915581436
51.515151515151516	98.79820294591907	150.3133544610706
36.36363636363636	107.44372069293917	143.80735705657554
75.75757575757575	46.425548815175766	122.18312457275152
127.27272727272727	613.9862337515273	741.2589610242545
48.484848484848484	51.60808910401615	100.09293758886463
48.484848484848484	77.94564914343398	126.43049762828247
81.81818181818181	41.64718239370469	123.46536421188651
212.12121212121212	204.5908307712286	416.71204289244076
300.0	174.08959112678153	474.08959112678156
84.84848484848484	67.46871458076568	152.31719942925054
21.21212121212121	225.62193743378293	246.83405864590415
42.42424242424242	85.4620027188729	127.88624514311532
142.42424242424244	60.2712190613699	202.69546148561233
12.121212121212121	163.53634725852288	175.657559379735
51.515151515151516	44.986601976537166	96.50175349168867
106.06060606060606	55.878050278134005	161.93865633874006
300.0	323.742071431356	623.742071431356
81.81818181818181	129.3569243391226	211.1751061573044
300.0	1409.4843947774066	1709.4843947774066
36.36363636363636	148.86229512547393	185.22593148911028
42.42424242424242	119.604727647524	162.02897007176642
33.333333333333336	448.5958565197158	481.92918985304914
178.78787878787878	109.72146146042803	288.5093402483068
27.272727272727273	219.87879237129206	247.15151964401934
21.21212121212121	199.6464169646401	220.85853817676133
33.333333333333336	52.598854357556306	85.93218769088963
39.39393939393939	106.5470001270613	145.9409395210007
30.303030303030305	55.00154657048786	85.30457687351816
27.272727272727273	110.21108968892942	137.4838169616567
27.272727272727273	49.85551744149115	77.12824471421843
300.0	423.1643426543193	723.1643426543193
157.57575757575756	264.6261033280113	422.2018609037689
206.06060606060606	69.49504657449151	275.55565263509754
72.72727272727272	71.59118512808568	144.31845785535842
51.515151515151516	170.082902875445	221.59805439059653
103.03030303030303	77.97656411214784	181.00686714245086
115.15151515151516	79.17663902061894	194.32815417213408
9.09090909090909	51.81442221535637	60.90533130626547
51.515151515151516	70.88332690533746	122.39847842048897
100.0	47.397957862711586	147.3979578627116
30.303030303030305	164.15371756305714	194.45674786608745
18.18181818181818	176.47923776160303	194.66105594342122
63.63636363636363	156.16661177460702	219.80297541097065
300.0	73.17798274189693	373.1779827418969
300.0	78.62965304123362	378.6296530412336
60.60606060606061	97.91604592975402	158.52210653581463
42.42424242424242	159.60090292457286	202.02514534881527
42.42424242424242	92.8849343724768	135.3091767967192
24.242424242424242	114.73586898570431	138.97829322812856
36.36363636363636	75.04751786357184	111.4111542272082
84.84848484848484	70.28453539494832	155.13302024343318
48.484848484848484	204.88012481391598	253.36497329876448
145.45454545454544	50.534258511192554	195.988803965738
66.66666666666667	60.63379527354761	127.30046194021429
160.6060606060606	136.6310754078556	297.2371360139162
66.66666666666667	35.0259165808131	101.69258324747977
24.242424242424242	526.5964704187429	550.8388946611672
63.63636363636363	103.15915449864887	166.79551813501251
39.39393939393939	43.7696016113769	83.16354100531629
90.9090909090909	29.733182200767292	120.6422731098582
100.0	33.37859229415111	133.3785922941511
145.45454545454544	21.830809305831792	167.28535476037723
45.45454545454545	57.91452266190255	103.369068116448
45.45454545454545	102.85014913806401	148.30469459260945
63.63636363636363	59.34641799512636	122.98278163148998
230.3030303030303	83.19362923375219	313.4966595367825
15.151515151515152	189.60613298093315	204.7576481324483
45.45454545454545	56.57531321413014	102.02985866867559
300.0	358.7532125904405	658.7532125904405
6.0606060606060606	341.520374966651	347.58098102725705
178.78787878787878	35.97473307690469	214.76261186478348
36.36363636363636	102.43101619748954	138.7946525611259
78.78787878787878	80.94293637467327	159.73081516255206
39.39393939393939	163.00639391540065	202.40033330934006
300.0	177.56254414693862	477.56254414693865
75.75757575757575	66.9144191787208	142.67199493629656
63.63636363636363	25.292167824059813	88.92853146042344
154.54545454545453	181.04633629071782	335.5917908361723
221.21212121212122	163.77477356416688	384.98689477628807
39.39393939393939	136.56405470492035	175.95799409885973
124.24242424242424	28.80705409902984	153.04947834145406
112.12121212121212	42.61601783487344	154.73722995608557
33.333333333333336	98.13734501726934	131.47067835060267
133.33333333333334	29.253608241048138	162.58694157438148
142.42424242424244	51.222117963433995	193.64636038767642
15.151515151515152	92.5289346870068	107.68044983852195
12.121212121212121	166.87282188984838	178.9940340110605
33.333333333333336	148.92728919133378	182.26062252466713
24.242424242424242	140.18669892016794	164.4291231625922
75.75757575757575	56.706554912548924	132.4641306701247
27.272727272727273	44.524451210245914	71.79717848297318
30.303030303030305	106.77875366344239	137.0817839664727
45.45454545454545	71.62711439356015	117.0816598481056
300.0	388.10227110020554	688.1022711002056
175.75757575757575	32.259914067894556	208.0174898254703
81.81818181818181	54.871209614211686	136.6893914323935
130.3030303030303	33.91896978204368	164.222000085074
45.45454545454545	127.85610250997145	173.3106479645169
54.54545454545455	63.305323985109176	117.85077853056373
30.303030303030305	164.50885535981223	194.81188566284254
18.18181818181818	181.7321413519317	199.91395953374987
236.36363636363637	38.567054072155045	274.9306904357914
218.1818181818182	159.16335820309246	377.34517638491064
300.0	60.127842445826374	360.1278424458264
300.0	165.58346726091568	465.58346726091565
33.333333333333336	190.00820563652562	223.34153896985896
72.72727272727272	55.10480610144419	127.8320788287169
60.60606060606061	88.75243583634736	149.35849644240795
36.36363636363636	116.59292717993775	152.9565635435741
160.6060606060606	33.335200850133894	193.9412614561945
30.303030303030305	102.4598521951476	132.7628824981779
45.45454545454545	43.754335495709036	89.2088809502545
24.242424242424242	87.59729486316095	111.8397191055852
84.84848484848484	38.13853061610242	122.98701546458727
157.57575757575756	99.6777793790134	257.253536954771
69.6969696969697	68.79189468316295	138.48886438013267
96.96969696969697	195.68677447093071	292.6564714406277
12.121212121212121	102.66350878340037	114.7847209046125
45.45454545454545	82.68550532205776	128.14005077660323
136.36363636363637	78.39902761103804	214.7626639746744
54.54545454545455	144.81496343533615	199.36041798079071
142.42424242424244	97.20661030914435	239.6308527333868
27.272727272727273	86.26543802568607	113.53816529841333
15.151515151515152	222.02792825259414	237.1794434041093
200.0	29.998600534192594	229.9986005341926
66.66666666666667	40.66280618575006	107.32947285241673
24.242424242424242	150.25983024260458	174.50225448502883
300.0	102.19862843620392	402.19862843620393
30.303030303030305	230.72509907175132	261.0281293747816
39.39393939393939	63.22969901639635	102.62363841033574
130.3030303030303	116.33508175811454	246.63811206114485
15.151515151515152	565.9064280529126	581.0579432044277
239.3939393939394	59.99596989251537	299.3899092864548
209.0909090909091	149.30234057766012	358.3932496685692
87.87878787878788	81.14165913837502	169.0204470171629
72.72727272727272	146.669190112702	219.39646283997473
90.9090909090909	127.99614288583504	218.90523379492595
63.63636363636363	70.9470136991498	134.58337733551343
106.06060606060606	32.49816721869478	138.55877327930085
27.272727272727273	100.4320001352776	127.70472740800489
36.36363636363636	54.59576825526075	90.95940461889711
18.18181818181818	122.68759197330137	140.86941015511954
57.57575757575758	117.68934493197933	175.2651025077369
103.03030303030303	51.033774309807676	154.0640773401107
278.7878787878788	40.0363736863719	318.8242524742507
81.81818181818181	244.69960647923364	326.51778829741545
103.03030303030303	103.8469876123221	206.87729064262513
100.0	140.45622458942	240.45622458942
109.0909090909091	102.51365377314727	211.60456286405636
